id,von,bis,hoehe,breite,laenge,name,bundesland
2388,20050204,20220502,193,48.0419,7.6322, Ihringen,Baden-W�rttemberg
2405,20030328,20220502,960,47.6078,10.202, Immenstadt-Reute,Bayern
2409,20020129,20220503,360,48.7662,11.4539, Ingolstadt (Flussmeiste,Bayern
2412,20041221,20220503,690,47.7592,12.7502, Inzell,Bayern
2415,20030417,20220502,713,47.8177,11.8681, Irschenberg-Kasthub,Bayern
2416,20020902,20220502,549,48.2022,12.0382, Isen-Westach,Bayern
2429,20030705,20220502,21,53.9897,9.5696, Itzehoe,Schleswig-Holstein
2431,20020913,20220502,367,50.1337,10.9317, Itzgrund-Herreth,Bayern
2438,20080208,20220502,41,53.4277,13.8166, Uckerland-Karlstein,Brandenburg
2444,20040512,20220502,155,50.9251,11.583, Jena (Sternwarte),Th�ringen
2453,20040107,20220503,403,48.178,12.3798, Jettenbach,Bayern
2465,20011102,20220502,1,53.5083,9.7376, Jork-Moorende,Niedersachsen
2473,20041020,20220502,76,50.9316,6.3431, J�lich (Kl�ranlage),Nordrhein-Westfalen
2480,20040716,20220503,108,50.0643,8.993, Kahl/Main,Bayern
2483,19950804,20220502,839,51.1803,8.4891, Kahler Asten,Nordrhein-Westfalen
2485,20110411,20220502,489,48.917,9.6871, Kaisersbach-Cronh�tte,Baden-W�rttemberg
2486,20050301,20220503,271,49.4262,7.7557, Kaiserslautern,Rheinland-Pfalz
2497,20030605,20220502,505,50.5014,6.5264, Kall-Sistig,Nordrhein-Westfalen
2503,19911102,20030430,487,50.6266,10.1455, Kaltennordheim,Th�ringen
2518,20050929,20220502,34,54.0117,13.4999, Gro� Kiesow-Schlagtow,Mecklenburg-Vorpommern
2522,19960725,20081031,112,49.0382,8.3641, Karlsruhe,Baden-W�rttemberg
2531,20030307,20220502,32,53.1724,11.7491, Karst�dt/Prignitz,Brandenburg
2532,19990902,20131031,231,51.2963,9.4424, Kassel,Hessen
2538,20020618,20220502,425,49.3658,11.6925," Kastl, Kreis Amberg-Sul",Bayern
2541,20020724,20220502,452,50.5467,11.0317, Katzh�tte,Th�ringen
2542,20021204,20160331,716,47.8652,10.6007, Kaufbeuren,Bayern
2546,20060101,20220502,141,48.5576,7.88, Kehl-Odelshofen,Baden-W�rttemberg
2550,20020921,20220503,350,48.9244,11.85, Kelheim,Bayern
2556,20020912,20210331,460,49.8671,11.8807, Kemnath,Bayern
2559,19920430,20220502,705,47.7233,10.3348, Kempten,Bayern
2562,20081220,20220502,428,51.334,10.529, Helbed�ndorf-Keula,Th�ringen
2564,20130501,20220502,28,54.3776,10.1424, Kiel-Holtenau,Schleswig-Holstein
2575,20060808,20220502,432,49.1804,9.98, Kirchberg/Jagst-Herbold,Baden-W�rttemberg
2577,20050825,20220502,34,52.6007,8.8522," Kirchdorf, Kreis Diepho",Niedersachsen
2578,20030723,20220502,14,53.9995,11.4341, Kirchdorf/Poel,Mecklenburg-Vorpommern
2595,20021011,20220502,181,49.789,7.4853, Kirn,Rheinland-Pfalz
2597,19950602,20220502,282,50.224,10.0792," Kissingen, Bad",Bayern
2600,20041103,20220503,193,49.7363,10.1781, Kitzingen,Bayern
2601,19921002,20220502,822,50.2218,8.4469, Kleiner Feldberg/Taunus,Hessen
2618,20040811,20220503,732,50.8458,10.4803, Kleiner Inselsberg,Th�ringen
2625,20030317,20220502,38,52.739,12.4984, Kle�en,Brandenburg
2627,20030430,20220502,128,51.5554,13.8845, Klettwitz,Brandenburg
2629,20021023,20220503,46,51.7612,6.0954, Kleve,Nordrhein-Westfalen
2638,19921106,20220502,974,48.1054,8.7548, Klippeneck,Baden-W�rttemberg
2641,20040419,20220503,90,51.5185,12.9065, Klitzschen bei Torgau,Sachsen
2660,20031010,20220503,805,47.5699,11.3006, Kochel-Einsiedl (Kraftw,Bayern
2662,20061018,20220502,59,52.5233,11.1261, K�ckte,Sachsen-Anhalt
2667,19931112,20220502,92,50.8646,7.1575, K�ln-Bonn,Nordrhein-Westfalen
2673,20070608,20220502,53,52.1331,11.7757, K�nigsborn,Sachsen-Anhalt
2677,20061001,20220502,730,48.1413,8.4285, K�nigsfeld/Schwarzwald,Baden-W�rttemberg
2680,20050406,20220502,289,50.284,10.4456," K�nigshofen, Bad",Bayern
2689,20040901,20220502,40,53.2279,9.6527, K�nigsmoor,Niedersachsen
2700,20041025,20220502,416,48.8302,11.4872, K�sching,Bayern
2704,20030606,20220502,76,51.7511,12.0094, K�then (Anhalt),Sachsen-Anhalt
2708,20060607,20220503,742,47.6652,11.0805," Kohlgrub, Bad (Rosshof)",Bayern
2709,20021121,20220502,230,49.9164,10.2363, Kolitzheim,Bayern
2712,19930813,20220502,428,47.6952,9.1307, Konstanz,Baden-W�rttemberg
2718,20020704,20220502,458,51.288,8.7928, Korbach-Rhena,Hessen
2729,20060101,20070430,596,48.0135,9.2456, Krauchenwies,Baden-W�rttemberg
2733,20040908,20220502,46,52.7277,13.0121, Kremmen-Gro� Ziethen,Brandenburg
2734,20051206,20220502,2,54.3237,9.0247, Krempel,Schleswig-Holstein
2740,20030417,20220502,897,47.6105,11.6462, Kreuth-Glash�tte,Bayern
2749,20040801,20220502,52,54.0805,11.7425, Gersdorf,Mecklenburg-Vorpommern
2750,20050801,20220502,310,50.2524,11.3209, Kronach,Bayern
2759,20031008,20220503,873,47.5041,11.2814, Kr�n,Bayern
2763,20051201,20220502,1,53.5039,7.1217, Norden-Leybuchtpolder,Niedersachsen
2779,20040921,20220502,63,53.1486,12.0851, Kuhbier,Brandenburg
2787,20050101,20220502,354,49.2428,9.6786, Kupferzell-Rechbach,Baden-W�rttemberg
2792,20020822,20220502,498,48.3737,10.7604, Diedorf/Schwaben-Biburg,Bayern
2794,19920316,20220502,40,52.9362,12.4093, Kyritz,Brandenburg
2810,20061031,20220502,150,51.9446,8.7749," Lage, Kreis Lippe-H�rst",Nordrhein-Westfalen
2812,19960829,20220502,156,48.3647,7.828, Lahr,Baden-W�rttemberg
2814,20020904,20220502,687,48.5122,9.7644, Merklingen,Baden-W�rttemberg
2822,20040901,20220502,25,53.6369,9.0979, Lamstedt,Niedersachsen
2839,20061020,20220502,210,51.9262,10.3461, Langelsheim-Astfeld,Niedersachsen
2844,20070825,20220502,13,53.6956,8.6291," Langen-Hol�el, Kreis Cu",Niedersachsen
2850,20061010,20220502,778,48.1994,9.3327, Langenenslingen-Ittenha,Baden-W�rttemberg
2856,20030722,20220503,91,51.9173,13.0878, Langenlipsdorf,Brandenburg
2860,20020912,20220502,371,49.5076,10.7885, Langenzenn,Bayern
2878,19930122,20220502,117,51.3909,11.8786," Lauchst�dt, Bad",Sachsen-Anhalt
2880,20050705,20220502,319,49.5522,9.6345, Lauda-K�nigshofen-Heckf,Baden-W�rttemberg
2884,20020213,20220503,310,49.5042,11.2736, Lauf/Pegnitz (Kl�ranlag,Bayern
2885,20021017,20220503,430,47.9522,12.8978, Laufen/Obb.-Lebenau,Bayern
2890,20060901,20220502,305,51.5957,10.463," Lauterberg,Bad-Bartolfe",Niedersachsen
2900,20071018,20220502,208,49.709,8.6908, Lautertal/Odenwald-Reic,Hessen
2907,19990202,20220502,7,54.7903,8.9514, Leck,Schleswig-Holstein
2925,19911104,20220502,356,51.3932,10.3123, Leinefelde,Th�ringen
2928,19970206,20220502,138,51.3151,12.4462, Leipzig-Holzhausen,Sachsen
2932,19911101,20220502,131,51.4347,12.2396, Leipzig/Halle,Sachsen
2947,20060831,20220503,286,51.1333,8.0348, Lennestadt-Theten,Nordrhein-Westfalen
2951,20030305,20220502,20,53.1007,11.4864, Lenzen/Elbe,Brandenburg
2953,20070401,20220502,854,47.8597,8.2308, Lenzkirch-Ruhb�hl,Baden-W�rttemberg
2958,20040813,20220502,204,51.0265,14.9357, Ostritz,Sachsen
2968,20081201,20220503,43,50.9894,6.9777, K�ln-Stammheim,Nordrhein-Westfalen
2985,19911102,20220502,321,50.9383,14.2094, Lichtenhain-Mittelndorf,Sachsen
2988,20020627,20220502,162,51.4882,9.2493, Liebenau-Haueda,Hessen
2992,20041101,20220502,495,50.5276,11.6604, Remptendorf,Th�ringen
2996,20060101,20161026,352,48.7726,8.7287," Liebenzell, Bad",Baden-W�rttemberg
2997,20030508,20220502,50,51.9861,14.3044, Lieberose,Brandenburg
2999,20040519,20220502,55,52.1211,7.8699, Lienen-Kattenvenne,Nordrhein-Westfalen
3012,20020918,20220503,750,49.0315,13.3272, Lindberg-Buchenau,Bayern
3015,19921107,20220502,98,52.2085,14.118, Lindenberg,Brandenburg
3023,19910102,20161231,22,52.5181,7.3081, Lingen,Niedersachsen
3028,19920806,20220502,157,51.7854,8.8388," Lippspringe, Bad",Nordrhein-Westfalen
3031,20020920,20220502,92,51.6336,8.3945, Lippstadt-B�kenf�rde,Nordrhein-Westfalen
3032,19951202,20220503,25,55.011,8.4125, List auf Sylt,Schleswig-Holstein
3034,20061113,20220503,496,50.4505,11.635," Lobenstein, Bad",Th�ringen
3042,20080423,20220503,230,50.5617,8.2386, L�hnberg-Obershausen,Hessen
3044,20070701,20180531,22,52.7198,7.7472, L�ningen,Niedersachsen
3080,20021009,20220502,521,50.5131,11.3664, Ludwigsstadt-Lauenstein,Bayern
3081,20071027,20220502,65,52.3452,8.6477, Espelkamp-Isenstedt,Nordrhein-Westfalen
3083,20040930,20220503,57,51.9267,13.8797, L�bben-Blumenfelde,Brandenburg
3086,19960702,20220502,15,53.8025,10.6989, L�beck-Blankensee,Schleswig-Holstein
3093,19930923,20220502,16,52.9724,11.1374, L�chow,Niedersachsen
3094,20060914,20220502,166,51.3122,14.0499, Kamenz-Cunnersdorf,Sachsen
3098,19940101,20220502,387,51.2452,7.6425, L�denscheid,Nordrhein-Westfalen
3121,20020614,20220502,677,49.9113,12.5276, M�hring,Bayern
3126,19911102,20220502,79,52.1029,11.5827, Magdeburg,Sachsen-Anhalt
3136,20011114,20220502,102,50.1294,8.8209, M�hlheim/Main,Hessen
3137,20080228,20220503,195,49.9656,8.2139, Mainz-Lerchenberg (ZDF),Rheinland-Pfalz
3146,20040914,20220502,31,53.2141,11.3686, Malk G�hren,Mecklenburg-Vorpommern
3147,20130901,20200802,390,48.7548,12.2118, Mallersdorf-Pfaffenberg,Bayern
3148,20061101,20070618,40,53.2113,11.3247, Malli�,Mecklenburg-Vorpommern
3153,20020821,20220502,449,48.6189,12.6233, Mamming-Schneiderberg,Bayern
3155,20030612,20220502,413,50.1015,6.8009, Manderscheid-Sonnenhof,Rheinland-Pfalz
3158,19911101,20220502,12,52.5468,14.5453, Manschnow,Brandenburg
3164,20060701,20220502,187,50.8492,8.7745," C�lbe, Kr. Marburg-Bied",Hessen
3166,19911103,20220502,639,50.6511,13.1469, Marienberg,Sachsen
3167,19990602,20220502,547,50.6621,7.9603," Marienberg, Bad",Rheinland-Pfalz
3175,20060912,20220502,504,50.5219,12.8282, Raschau,Sachsen
3179,20011129,20220502,320,49.666,10.3851, Markt Bibart,Bayern
3181,20210801,20220502,360,49.4875,10.6277, Markt Erlbach-Hagenhofe,Bayern
3190,20030113,20220503,790,47.7196,10.6433, Marktoberdorf-Sulzschne,Bayern
3192,20041112,20220502,506,47.7046,13.0372, Marktschellenberg,Bayern
3196,19920617,20220502,81,53.3222,11.9321, Marnitz,Mecklenburg-Vorpommern
3204,20080530,20220503,429,50.7335,10.8815, Martinroda,Th�ringen
3205,20050623,20220502,33,52.6579,13.179, Marwitz (Wasserwerk),Brandenburg
3207,20020911,20220502,328,50.1798,10.272, Ma�bach,Bayern
3215,20070601,20220502,375,51.1683,8.7125, Medebach-Berge,Nordrhein-Westfalen
3217,20060705,20220502,22,54.8373,9.1481, Weesby,Schleswig-Holstein
3220,20020905,20220503,450,50.3571,10.8832, Meeder-Ottowind,Bayern
3226,20060801,20220502,107,51.7259,11.5109, Aschersleben-Mehringen,Sachsen-Anhalt
3231,19911102,20220502,450,50.5611,10.3771, Meiningen,Th�ringen
3234,20050201,20220502,158,51.1294,13.4328, Garsebach bei Mei�en,Sachsen
3238,20110601,20220502,2,53.9497,13.9742, Dewichow,Mecklenburg-Vorpommern
3244,20090720,20220502,614,47.9821,10.1384, Memmingen,Bayern
3247,20070501,20220502,559,48.0557,9.3185, Mengen-Ennetach,Baden-W�rttemberg
3248,20070401,20220502,516,50.3904,11.1324, Frankenblick-Mengersger,Th�ringen
3257,20040429,20220502,251,49.4773,9.7622," Mergentheim, Bad-Neunki",Baden-W�rttemberg
3258,20020806,20220503,510,48.2708,10.9768, Mering (Bauhof),Bayern
3263,20021029,20220502,171,49.4566,6.6266, Merzig,Saarland
3268,20131001,20220502,900,48.1694,8.9433, Me�stetten-Appental,Baden-W�rttemberg
3271,20041013,20220502,314,48.8548,12.9189, Metten,Bayern
3278,20021025,20220503,354,48.5377,9.2734, Metzingen,Baden-W�rttemberg
3279,20020515,20220502,173,51.0452,12.2989, Meuselwitz,Th�ringen
3280,20030508,20220502,98,53.3083,12.2937, Meyenburg,Brandenburg
3284,20050406,20220502,240,49.6692,9.0085, Michelstadt,Hessen
3287,19910102,20220502,453,49.7177,9.0997, Michelstadt-Vielbrunn,Hessen
3289,20041101,20220503,356,50.7281,11.7838, Schmieritz-Weltwitz,Th�ringen
3293,20020902,20220503,590,48.064,10.4839, Mindelheim,Bayern
3297,20050609,20220502,64,53.2681,12.7221, Kr�mmel,Mecklenburg-Vorpommern
3304,20070401,20220502,294,51.2327,10.7694, Freienbessingen,Th�ringen
3307,20080128,20220503,984,47.4779,11.2653, Mittenwald-Buckelwiesen,Bayern
3308,20050616,20220502,74,53.1846,13.6545, Mittenwalde/Uckermark,Brandenburg
3319,20060901,20220503,239,49.7644,9.253, R�llbach,Bayern
3321,20050701,20220502,77,51.1313,6.3609, M�nchengladbach-Hildera,Nordrhein-Westfalen
3339,20060728,20220502,541,50.5202,6.2084, Monschau-Kalterherberg,Nordrhein-Westfalen
3340,20050501,20220329,265,50.4383,7.8061, Montabaur,Rheinland-Pfalz
3342,20050126,20220502,0,53.311,7.4329, Moormerland-Neermoor,Niedersachsen
3348,20040421,20220503,240,51.7209,9.8352, Moringen-Lutterbeck,Niedersachsen
3362,20060621,20220502,243,48.9721,8.8735, M�hlacker,Baden-W�rttemberg
3364,20020920,20220502,286,50.8681,10.8211, Drei Gleichen-M�hlberg,Th�ringen
3366,19890307,20220502,406,48.279,12.5024, M�hldorf,Bayern
3376,20031219,20220502,63,52.5176,14.1232, M�ncheberg,Brandenburg
3379,19970712,20220502,515,48.1632,11.5429, M�nchen-Stadt,Bayern
3402,20020904,20220502,755,48.3851,9.4837, M�nsingen-Apfelstetten,Baden-W�rttemberg
3413,20020514,20220502,155,50.4522,8.7317, M�nzenberg-Gambach,Hessen
3418,20060101,20220502,594,48.2754,9.6355, Ehingen-Kirchen,Baden-W�rttemberg
3426,20021218,20220502,127,51.566,14.7008," Muskau, Bad",Sachsen
3429,20020808,20220503,366,49.4497,12.1874, Nabburg (Flussmeisterst,Bayern
3432,20060915,20220502,380,48.5675,8.7179, Nagold,Baden-W�rttemberg
3435,20011205,20220502,477,48.5235,11.8398, Nandlstadt,Bayern
3438,20041025,20220502,401,48.8016,11.2181, Nassenfels,Bayern
3440,20050808,20220502,530,48.7071,10.2997, Nattheim-Fleinheim,Baden-W�rttemberg
3442,20041001,20220503,149,50.3574,8.7506," Nauheim, Bad",Hessen
3443,20041101,20170630,304,51.2748,9.1975, Naumburg-Altenst�dt,Hessen
3445,20040422,20220502,100,51.9245,12.8888, Jessen (Elster)-Naundor,Sachsen-Anhalt
3448,20060101,20220502,117,49.3945,8.8046, Neckargem�nd-Kleingem�n,Baden-W�rttemberg
3473,20040902,20220502,89,53.0528,12.7562, Neuruppin-G�hlen Glieni,Brandenburg
3478,19911102,20050816,81,53.5468,13.1914, Neubrandenburg,Mecklenburg-Vorpommern
3485,20041122,20220503,486,48.3115,10.3773, Neuburg/Kammel-Langenha,Bayern
3490,20030707,20220502,111,50.5346,7.0853," Neuenahr, Bad-Ahrweiler",Rheinland-Pfalz
3491,20020619,20220502,738,50.441,11.2401, F�ritztal-Neuenbau,Th�ringen
3497,20030212,20220502,336,50.1226,11.5596, Ludwigschorgast,Bayern
3499,20060608,20220502,292,51.2915,7.853, Neuenrade-Blintrop,Nordrhein-Westfalen
3509,20041001,20220502,78,53.102,13.0421, Menz,Brandenburg
3513,19911103,20220502,845,50.5003,11.1345, Neuhaus am Rennweg,Th�ringen
3519,20050301,20220502,663,47.9519,8.9932, Neuhausen ob Eck-Unters,Baden-W�rttemberg
3525,20030201,20220503,460,49.2586,12.9601, Neukirchen bei Heiligen,Bayern
3527,20030523,20220502,500,50.8923,9.405, Neukirchen-Hauptschwend,Hessen
3535,20020731,20220503,438,48.3658,12.5211, Neumarkt-Sankt Veit (Kl,Bayern
3536,20030203,20220503,420,49.2835,11.4525, Neumarkt/Oberpfalz,Bayern
3540,20040818,20220503,195,50.8446,7.372, Neunkirchen-Seelscheid-,Nordrhein-Westfalen
3545,20050301,20220502,236,49.344,7.2297, Neunkirchen-Wellesweile,Saarland
3552,19911110,20190407,38,52.9037,12.8072, Neuruppin,Brandenburg
3558,20061116,20220502,41,52.5,9.4941, Neustadt am R�benberge,Niedersachsen
3560,20020830,20220503,230,50.3039,10.176," Neustadt, Bad",Bayern
3564,20041216,20220502,35,53.4571,11.5687, Neustadt-Glewe-Friedric,Mecklenburg-Vorpommern
3571,20071128,20220502,452,49.8174,11.8638, Neustadt am Kulm-Filche,Bayern
3572,20020904,20220503,330,50.3198,11.1104, Neustadt bei Coburg (Kl,Bayern
3584,20020926,20220502,365,49.8135,6.5857, Newel,Rheinland-Pfalz
3589,20020515,20220502,162,50.2741,8.8653, Nidderau-Erbstadt,Hessen
3591,20030605,20220503,350,50.6743,6.424, Nideggen-Schmidt,Nordrhein-Westfalen
3602,20051001,20220502,421,50.1749,6.77, Oberstadtfeld,Rheinland-Pfalz
3607,20020903,20220502,416,48.6106,12.4143, Loiching,Bayern
3612,20070222,20220502,25,52.6711,9.2229, Nienburg,Niedersachsen
3617,20030313,20220502,431,49.1658,12.2788, Nittenau-Harting,Bayern
3621,20051109,20220503,435,48.8253,10.5067, Reimlingen,Bayern
3625,20040901,20220502,403,49.5568,7.0716, Nohfelden-Gonnesweiler,Saarland
3631,19930915,20220502,12,53.7123,7.1519, Norderney,Niedersachsen
3650,20041111,20220502,212,51.763,10.0416, Northeim-Imbshausen,Niedersachsen
3660,19950402,20220502,485,50.3602,6.8697, N�rburg-Barweiler,Rheinland-Pfalz
3667,20041123,20220503,369,49.4258,11.2539, N�rnberg-Netzstall,Bayern
3668,19950808,20220502,314,49.503,11.0549, N�rnberg,Bayern
3677,20040322,20220502,832,47.603,11.0607, Oberammergau,Bayern
3679,20061101,20220503,518,47.6187,12.1665, Kiefersfelden-Gach,Bayern
3681,20020830,20220502,426,49.9185,10.5963, Oberaurach-Fatschenbrun,Bayern
3690,20061001,20220502,372,48.3862,8.1426, Oberharmersbach,Baden-W�rttemberg
3700,20050831,20220502,472,50.2661,9.7727, Oberleichtersbach-Modlo,Bayern
3704,20061001,20220502,516,48.2851,8.5764, Oberndorf/Neckar,Baden-W�rttemberg
3714,20030507,20220502,896,47.5538,9.9406, Oberreute,Bayern
3722,20041006,20220502,484,48.2443,11.5528, Oberschlei�heim,Bayern
3729,20050501,20220503,748,47.5577,10.0938, Oberstaufen-Thalkirchdo,Bayern
3730,19940731,20220502,806,47.3984,10.2759, Oberstdorf,Bayern
3733,20061001,20161019,468,49.0495,9.3923, Oberstenfeld-Prevorst,Baden-W�rttemberg
3734,20030926,20220503,230,49.128,9.3525, Obersulm-Willsbach,Baden-W�rttemberg
3739,20050110,20220503,596,49.4521,12.4365, Oberviechtach,Bayern
3740,20080401,20220502,195,50.9933,13.9807, Lohmen/Sachsen,Sachsen
3761,19920702,20220502,276,49.207,9.5176, �hringen,Baden-W�rttemberg
3791,19981002,20120930,11,53.1763,8.1824, Oldenburg,Niedersachsen
3795,20041018,20220502,49,51.7066,7.3564, Olfen,Nordrhein-Westfalen
3802,20061001,20161026,315,48.4765,8.1624, Oppenau,Baden-W�rttemberg
3811,19911107,20220502,150,51.296,13.0928, Oschatz,Sachsen
3815,19930102,20101130,95,52.2553,8.0534, Osnabr�ck,Niedersachsen
3820,20070920,20220502,52,52.3657,8.2013, Ostercappeln-Schwagstor,Niedersachsen
3821,19911102,20220428,246,51.0873,11.9293, Osterfeld,Sachsen-Anhalt
3836,20060301,20220502,314,50.4538,10.2211, Ostheim v.d. Rh�n,Bayern
3844,20090701,20220502,295,51.9473,9.3999, Ottenstein,Niedersachsen
3848,20050901,20220502,17,53.1403,9.1517, Ottersberg-Otterstedt,Niedersachsen
3849,20030626,20220502,667,47.9303,10.31, Ottobeuren,Bayern
3853,20040901,20220502,2,53.3819,8.4493, Ovelg�nne,Niedersachsen
3857,20041118,20220503,886,47.6362,10.3892, Oy-Mittelberg-Peterstha,Bayern
3875,20041015,20220502,549,49.151,11.6896, Parsberg/Oberpfalz-Eglw,Bayern
3880,20041103,20041207,88,53.9465,11.7566, T�zen,Mecklenburg-Vorpommern
3881,20041101,20220502,12,53.142,14.1074, Passow,Brandenburg
3886,20021016,20220503,420,49.7408,11.5528, Pegnitz (Kl�ranlage),Bayern
3897,20060818,20220502,2,54.0893,10.8773, Pelzerhaken,Schleswig-Holstein
3904,20040901,20220503,152,49.5354,6.3789, Perl-Nennig,Saarland
3906,20031002,20220502,40,53.0952,11.8603, Perleberg,Brandenburg
3911,20020627,20220502,305,50.6175,9.725, Petersberg-Marbach,Hessen
3913,20040519,20220502,43,52.3817,9.0176, Petershagen,Nordrhein-Westfalen
3919,20020828,20220502,381,48.4252,12.9924, Pfarrkirchen,Bayern
3925,20050901,20220503,332,48.9329,8.6973, Pforzheim-Ispringen,Baden-W�rttemberg
3927,20031101,20220502,630,47.9345,9.2869, Pfullendorf,Baden-W�rttemberg
3939,20041001,20220503,385,49.1912,7.5879, Pirmasens,Rheinland-Pfalz
3945,20050120,20220502,66,53.4584,12.2417, Plau am See,Mecklenburg-Vorpommern
3946,19911102,20220502,387,50.4818,12.13, Plauen,Sachsen
3948,20020913,20220502,443,49.649,11.4685, Plech,Bayern
3950,20030428,20220430,380,49.1248,10.9731, Pleinfeld-Mandlesm�hle,Bayern
3960,20020828,20220502,323,48.3952,13.3139, Pocking,Bayern
3965,20071201,20220502,5,54.1034,13.1533, S�derholz-Neuendorf,Mecklenburg-Vorpommern
3967,20050401,20220502,70,52.1836,14.5748, Pohlitz,Brandenburg
3972,20011128,20220502,510,48.9343,10.7586, Polsingen-D�ckingen,Bayern
3975,20041124,20220502,522,49.4777,11.5357, Pommelsbrunn-Mittelburg,Bayern
3987,19920817,20220502,81,52.3812,13.0622, Potsdam,Brandenburg
3999,20020717,20220502,597,49.7844,12.0331, Pressath-M�hlberg,Bayern
4000,20020313,20220502,640,50.2277,11.5486, Presseck,Bayern
4016,20020912,20220502,284,49.8526,10.1006, Prosselsheim-Seligensta,Bayern
4017,20020920,20220502,386,50.1807,6.3509, Pr�m-Watzerath,Rheinland-Pfalz
4023,20100303,20220502,270,51.2006,14.0207, Pulsnitz,Sachsen
4024,19911102,20220502,40,54.3643,13.4771, Putbus,Mecklenburg-Vorpommern
4032,20061201,20220502,142,51.7953,11.132, Quedlinburg,Sachsen-Anhalt
4036,20070117,20220503,204,51.3895,11.5412, Querfurt-M�hle Lodersle,Sachsen-Anhalt
4039,20030513,20220502,11,53.7331,9.8776, Quickborn,Schleswig-Holstein
4052,20071017,20220502,94,51.7557,12.5104, Kemberg-Radis,Sachsen-Anhalt
4063,20021022,20220502,41,52.4461,8.5906, Rahden-Kleinendorf,Nordrhein-Westfalen
4065,20020430,20220502,462,48.6192,11.0059, Rain am Lech-Wallerdorf,Bayern
4078,20051005,20220502,16,53.2427,8.2237, Rastede,Niedersachsen
4080,20050901,20220502,10,53.7409,13.7906, Rathebur,Mecklenburg-Vorpommern
4090,20020710,20220502,89,50.0056,8.4291, Raunheim,Hessen
4094,20030717,20220503,441,47.8062,9.6206," Weingarten, Kr. Ravensb",Baden-W�rttemberg
4101,20040526,20220502,16,53.3469,11.1992, Redefin,Mecklenburg-Vorpommern
4104,19940316,20220502,365,49.0425,12.1019, Regensburg,Bayern
4109,20020617,20220502,586,50.2214,12.0275, Rehau,Bayern
4112,20061201,20220502,60,52.4396,9.1335, Rehburg-Loccum,Niedersachsen
4127,20050101,20220502,347,50.9906,7.6958, Reichshof-Eckenhagen,Nordrhein-Westfalen
4132,20020527,20220502,115,51.4841,9.6121, Reinhardshagen-Vaake,Hessen
4134,20020506,20181031,172,49.8366,8.8806, Otzberg-Habitzheim,Hessen
4135,20070509,20220502,336,51.4248,10.1898, Reinholterode,Th�ringen
4150,20051107,20220502,59,51.8118,7.0907, Reken,Nordrhein-Westfalen
4154,20110201,20180630,345,51.18,7.2505, Remscheid-Lennep,Nordrhein-Westfalen
4159,20020905,20220502,522,48.8104,10.9359, Tagmersheim-Blossenau,Bayern
4160,20020718,20220502,478,48.7425,8.924, Renningen-Ihinger Hof,Baden-W�rttemberg
4167,20120101,20130711,370,49.8633,7.3378, Rhaunen,Rheinland-Pfalz
4169,20021023,20220503,131,48.6703,7.9939, Rheinau-Memprechtshofen,Baden-W�rttemberg
4175,20030410,20220502,283,47.559,7.7721, Rheinfelden,Baden-W�rttemberg
4177,20081101,20220502,116,48.9726,8.3301, Rheinstetten,Baden-W�rttemberg
4185,20021220,20220502,363,48.9557,11.7278, Riedenburg,Bayern
4189,20030806,20220503,534,48.1479,9.4596," Altheim, Kreis Biberach",Baden-W�rttemberg
4211,20060915,20220502,493,48.4245,8.3303," Rippoldsau, Bad",Baden-W�rttemberg
4218,20020904,20220503,300,50.3311,10.7918, Rodach (Kl�ranlage),Bayern
4219,20021015,20220502,512,50.3965,6.8568, Rodder,Rheinland-Pfalz
4224,20030313,20220502,388,49.2412,12.4125, Roding-Neub�u,Bayern
4230,20020506,20220502,137,49.9832,8.8395, R�dermark-Ober-Roden,Hessen
4248,20020130,20220502,402,49.3082,10.9183, Rohr/Mittelfranken-Dech,Bayern
4251,20050301,20220503,1067,47.4069,10.1676, Oberstdorf-Rohrmoos,Bayern
4261,20060208,20220502,442,47.8753,12.128, Rosenheim,Bayern
4271,19911114,20220502,4,54.1803,12.0808, Rostock-Warnem�nde,Mecklenburg-Vorpommern
4275,20041201,20220502,32,53.1288,9.3398, Rotenburg (W�mme),Niedersachsen
4280,20131212,20220502,386,49.2162,11.1035, Roth,Bayern
4282,20040601,20220502,24,53.5954,13.8121, Rothem�hl,Mecklenburg-Vorpommern
4287,20041006,20220502,415,49.3848,10.1732, Rothenburg ob der Taube,Bayern
4288,20051004,20220502,95,52.1038,8.1808," Rothenfelde, Bad",Niedersachsen
4290,20040610,20170418,14,53.5169,14.2044, Rothenklempenow,Mecklenburg-Vorpommern
4294,20041026,20220502,360,48.4704,8.9687, Rottenburg-Kiebingen,Baden-W�rttemberg
4300,20021119,20220502,589,48.1815,8.6356, Rottweil,Baden-W�rttemberg
4301,20040831,20220502,102,49.8502,7.871," Kreuznach, Bad",Rheinland-Pfalz
4303,20021009,20051017,395,48.6532,13.4233, Ruderting,Bayern
4308,20020710,20220502,403,50.0517,7.8876, R�desheim-Presberg,Hessen
4310,20020523,20220502,105,49.1609,8.3009, R�lzheim,Rheinland-Pfalz
4313,20040624,20220502,370,51.4966,8.4342, R�then,Nordrhein-Westfalen
4315,20050901,20220502,914,48.5615,8.2228, Baiersbronn-Ruhestein,Baden-W�rttemberg
4323,20050209,20220502,461,49.6468,7.8837, Ruppertsecken,Rheinland-Pfalz
4336,19960621,20220502,320,49.2128,7.1077, Saarbr�cken-Ensheim,Saarland
